,State,County,Heart Disease Mortality Rate,Value Unit,Location ID
29393,MT,Park County,247.2,"per 100,000 population",30067
29394,MT,Petroleum County,342.2,"per 100,000 population",30069
29395,MT,Phillips County,338.6,"per 100,000 population",30071
29396,MT,Pondera County,301.6,"per 100,000 population",30073
29397,MT,Powder River County,325.7,"per 100,000 population",30075
29398,MT,Powell County,313.3,"per 100,000 population",30077
29399,MT,Prairie County,246.0,"per 100,000 population",30079
29400,MT,Ravalli County,280.0,"per 100,000 population",30081
29401,MT,Richland County,306.2,"per 100,000 population",30083
29402,MT,Roosevelt County,438.1,"per 100,000 population",30085
29403,MT,Rosebud County,320.2,"per 100,000 population",30087
29404,MT,Sanders County,316.8,"per 100,000 population",30089
29405,MT,Sheridan County,240.5,"per 100,000 population",30091
29406,MT,Silver Bow County,416.8,"per 100,000 population",30093
29407,MT,Stillwater County,298.1,"per 100,000 population",30095
29408,MT,Sweet Grass County,253.6,"per 100,000 population",30097
29409,MT,Teton County,292.2,"per 100,000 population",30099
29410,MT,Toole County,371.2,"per 100,000 population",30101
29411,MT,Treasure County,321.9,"per 100,000 population",30103
29412,MT,Valley County,376.9,"per 100,000 population",30105
29413,MT,Wheatland County,331.5,"per 100,000 population",30107
29414,MT,Wibaux County,278.0,"per 100,000 population",30109
29415,MT,Yellowstone County,319.2,"per 100,000 population",30111
30391,NC,Alamance County,292.8,"per 100,000 population",37001
30392,NC,Alexander County,301.3,"per 100,000 population",37003
30393,NC,Alleghany County,298.8,"per 100,000 population",37005
30394,NC,Anson County,419.7,"per 100,000 population",37007
30395,NC,Ashe County,278.8,"per 100,000 population",37009
30396,NC,Avery County,345.1,"per 100,000 population",37011
30397,NC,Beaufort County,340.4,"per 100,000 population",37013
30398,NC,Bertie County,332.1,"per 100,000 population",37015
30399,NC,Bladen County,418.7,"per 100,000 population",37017
30400,NC,Brunswick County,296.2,"per 100,000 population",37019
30401,NC,Buncombe County,273.4,"per 100,000 population",37021
30402,NC,Burke County,337.4,"per 100,000 population",37023
30403,NC,Cabarrus County,299.5,"per 100,000 population",37025
30404,NC,Caldwell County,361.1,"per 100,000 population",37027
30405,NC,Camden County,370.0,"per 100,000 population",37029
30406,NC,Carteret County,329.7,"per 100,000 population",37031
30407,NC,Caswell County,308.7,"per 100,000 population",37033
30408,NC,Catawba County,315.6,"per 100,000 population",37035
30409,NC,Chatham County,201.5,"per 100,000 population",37037
30410,NC,Cherokee County,363.5,"per 100,000 population",37039
30411,NC,Chowan County,356.2,"per 100,000 population",37041
30412,NC,Clay County,318.2,"per 100,000 population",37043
30413,NC,Cleveland County,370.8,"per 100,000 population",37045
30414,NC,Columbus County,503.0,"per 100,000 population",37047
30415,NC,Craven County,329.9,"per 100,000 population",37049
30416,NC,Cumberland County,344.7,"per 100,000 population",37051
30417,NC,Currituck County,363.2,"per 100,000 population",37053
30418,NC,Dare County,301.2,"per 100,000 population",37055
30419,NC,Davidson County,323.9,"per 100,000 population",37057
30420,NC,Davie County,297.8,"per 100,000 population",37059
30421,NC,Duplin County,338.7,"per 100,000 population",37061
30422,NC,Durham County,245.3,"per 100,000 population",37063
30423,NC,Edgecombe County,403.8,"per 100,000 population",37065
30424,NC,Forsyth County,288.2,"per 100,000 population",37067
30425,NC,Franklin County,308.8,"per 100,000 population",37069
30426,NC,Gaston County,345.0,"per 100,000 population",37071
30427,NC,Gates County,320.6,"per 100,000 population",37073
30428,NC,Graham County,313.5,"per 100,000 population",37075
30429,NC,Granville County,289.4,"per 100,000 population",37077
30430,NC,Greene County,353.9,"per 100,000 population",37079
30431,NC,Guilford County,259.4,"per 100,000 population",37081
30432,NC,Halifax County,336.4,"per 100,000 population",37083
30433,NC,Harnett County,354.1,"per 100,000 population",37085
30434,NC,Haywood County,329.9,"per 100,000 population",37087
30435,NC,Henderson County,260.4,"per 100,000 population",37089
30436,NC,Hertford County,313.1,"per 100,000 population",37091
30437,NC,Hoke County,361.8,"per 100,000 population",37093
30438,NC,Hyde County,333.8,"per 100,000 population",37095
30439,NC,Iredell County,295.3,"per 100,000 population",37097
30440,NC,Jackson County,296.9,"per 100,000 population",37099
30441,NC,Johnston County,334.5,"per 100,000 population",37101
30442,NC,Jones County,340.3,"per 100,000 population",37103
30443,NC,Lee County,297.7,"per 100,000 population",37105
30444,NC,Lenoir County,388.2,"per 100,000 population",37107
30445,NC,Lincoln County,321.7,"per 100,000 population",37109
30446,NC,McDowell County,324.7,"per 100,000 population",37111
30447,NC,Macon County,282.3,"per 100,000 population",37113
30448,NC,Madison County,322.3,"per 100,000 population",37115
30449,NC,Martin County,404.1,"per 100,000 population",37117
30450,NC,Mecklenburg County,245.6,"per 100,000 population",37119
30451,NC,Mitchell County,355.2,"per 100,000 population",37121
30452,NC,Montgomery County,325.8,"per 100,000 population",37123
30453,NC,Moore County,261.9,"per 100,000 population",37125
30454,NC,Nash County,362.4,"per 100,000 population",37127
30455,NC,New Hanover County,264.2,"per 100,000 population",37129
30456,NC,Northampton County,323.0,"per 100,000 population",37131
30457,NC,Onslow County,327.3,"per 100,000 population",37133
30458,NC,Orange County,216.2,"per 100,000 population",37135
30459,NC,Pamlico County,321.5,"per 100,000 population",37137
30460,NC,Pasquotank County,449.2,"per 100,000 population",37139
30461,NC,Pender County,318.6,"per 100,000 population",37141
30462,NC,Perquimans County,414.8,"per 100,000 population",37143
30463,NC,Person County,315.8,"per 100,000 population",37145
30464,NC,Pitt County,326.4,"per 100,000 population",37147
30465,NC,Polk County,300.9,"per 100,000 population",37149
30466,NC,Randolph County,359.2,"per 100,000 population",37151
30467,NC,Richmond County,461.1,"per 100,000 population",37153
30468,NC,Robeson County,424.7,"per 100,000 population",37155
30469,NC,Rockingham County,333.4,"per 100,000 population",37157
30470,NC,Rowan County,338.5,"per 100,000 population",37159
30471,NC,Rutherford County,369.4,"per 100,000 population",37161
30472,NC,Sampson County,351.9,"per 100,000 population",37163
30473,NC,Scotland County,370.8,"per 100,000 population",37165
30474,NC,Stanly County,407.5,"per 100,000 population",37167
30475,NC,Stokes County,325.2,"per 100,000 population",37169
30476,NC,Surry County,318.6,"per 100,000 population",37171
30477,NC,Swain County,369.3,"per 100,000 population",37173
30478,NC,Transylvania County,241.5,"per 100,000 population",37175
30479,NC,Tyrrell County,371.1,"per 100,000 population",37177
30480,NC,Union County,257.0,"per 100,000 population",37179
30481,NC,Vance County,357.3,"per 100,000 population",37181
30482,NC,Wake County,233.2,"per 100,000 population",37183
30483,NC,Warren County,368.9,"per 100,000 population",37185
30484,NC,Washington County,364.3,"per 100,000 population",37187
30485,NC,Watauga County,256.6,"per 100,000 population",37189
30486,NC,Wayne County,374.5,"per 100,000 population",37191
30487,NC,Wilkes County,316.9,"per 100,000 population",37193
30488,NC,Wilson County,330.3,"per 100,000 population",37195
30489,NC,Yadkin County,306.5,"per 100,000 population",37197
30490,NC,Yancey County,320.6,"per 100,000 population",37199
32208,ND,Adams County,286.8,"per 100,000 population",38001
32209,ND,Barnes County,226.1,"per 100,000 population",38003
32210,ND,Benson County,323.1,"per 100,000 population",38005
32211,ND,Billings County,284.1,"per 100,000 population",38007
32212,ND,Bottineau County,363.7,"per 100,000 population",38009
32213,ND,Bowman County,271.5,"per 100,000 population",38011
32214,ND,Burke County,304.3,"per 100,000 population",38013
32215,ND,Burleigh County,211.3,"per 100,000 population",38015
32216,ND,Cass County,217.8,"per 100,000 population",38017
32217,ND,Cavalier County,274.9,"per 100,000 population",38019
32218,ND,Dickey County,294.3,"per 100,000 population",38021
32219,ND,Divide County,286.0,"per 100,000 population",38023
32220,ND,Dunn County,301.8,"per 100,000 population",38025
32221,ND,Eddy County,345.2,"per 100,000 population",38027
32222,ND,Emmons County,271.8,"per 100,000 population",38029
32223,ND,Foster County,309.3,"per 100,000 population",38031
32224,ND,Golden Valley County,305.8,"per 100,000 population",38033
32225,ND,Grand Forks County,292.6,"per 100,000 population",38035
32226,ND,Grant County,278.5,"per 100,000 population",38037
32227,ND,Griggs County,291.6,"per 100,000 population",38039
32228,ND,Hettinger County,265.1,"per 100,000 population",38041
32229,ND,Kidder County,241.9,"per 100,000 population",38043
32230,ND,LaMoure County,258.7,"per 100,000 population",38045
32231,ND,Logan County,294.2,"per 100,000 population",38047
32232,ND,McHenry County,293.1,"per 100,000 population",38049
32233,ND,McIntosh County,274.5,"per 100,000 population",38051
32234,ND,McKenzie County,356.3,"per 100,000 population",38053
32235,ND,McLean County,265.7,"per 100,000 population",38055
32236,ND,Mercer County,279.1,"per 100,000 population",38057
32237,ND,Morton County,285.5,"per 100,000 population",38059
32238,ND,Mountrail County,503.2,"per 100,000 population",38061
32239,ND,Nelson County,313.4,"per 100,000 population",38063
32240,ND,Oliver County,226.0,"per 100,000 population",38065
32241,ND,Pembina County,264.9,"per 100,000 population",38067
32242,ND,Pierce County,338.5,"per 100,000 population",38069
32243,ND,Ramsey County,309.4,"per 100,000 population",38071
32244,ND,Ransom County,330.4,"per 100,000 population",38073
32245,ND,Renville County,313.7,"per 100,000 population",38075
32246,ND,Richland County,279.7,"per 100,000 population",38077
32247,ND,Rolette County,348.0,"per 100,000 population",38079
32248,ND,Sargent County,286.4,"per 100,000 population",38081
32249,ND,Sheridan County,223.9,"per 100,000 population",38083
32250,ND,Sioux County,510.0,"per 100,000 population",38085
32251,ND,Slope County,268.2,"per 100,000 population",38087
32252,ND,Stark County,278.1,"per 100,000 population",38089
32253,ND,Steele County,245.3,"per 100,000 population",38091
32254,ND,Stutsman County,277.3,"per 100,000 population",38093
32255,ND,Towner County,307.8,"per 100,000 population",38095
32256,ND,Traill County,257.1,"per 100,000 population",38097
32257,ND,Walsh County,290.4,"per 100,000 population",38099
32258,ND,Ward County,247.8,"per 100,000 population",38101
32259,ND,Wells County,316.3,"per 100,000 population",38103
32260,ND,Williams County,321.6,"per 100,000 population",38105
33174,NE,Adams County,332.5,"per 100,000 population",31001
33175,NE,Antelope County,329.7,"per 100,000 population",31003
33176,NE,Arthur County,491.4,"per 100,000 population",31005
33177,NE,Banner County,287.7,"per 100,000 population",31007
33178,NE,Blaine County,302.6,"per 100,000 population",31009
33179,NE,Boone County,313.1,"per 100,000 population",31011
33180,NE,Box Butte County,309.5,"per 100,000 population",31013
33181,NE,Boyd County,461.7,"per 100,000 population",31015
33182,NE,Brown County,321.7,"per 100,000 population",31017
33183,NE,Buffalo County,295.5,"per 100,000 population",31019
33184,NE,Burt County,263.4,"per 100,000 population",31021
33185,NE,Butler County,268.9,"per 100,000 population",31023
33186,NE,Cass County,260.4,"per 100,000 population",31025
33187,NE,Cedar County,282.4,"per 100,000 population",31027
33188,NE,Chase County,272.5,"per 100,000 population",31029
33189,NE,Cherry County,233.0,"per 100,000 population",31031
33190,NE,Cheyenne County,330.4,"per 100,000 population",31033
33191,NE,Clay County,341.2,"per 100,000 population",31035
33192,NE,Colfax County,278.4,"per 100,000 population",31037
33193,NE,Cuming County,273.3,"per 100,000 population",31039
33194,NE,Custer County,285.8,"per 100,000 population",31041
33195,NE,Dakota County,260.1,"per 100,000 population",31043
33196,NE,Dawes County,369.2,"per 100,000 population",31045
33197,NE,Dawson County,278.8,"per 100,000 population",31047
33198,NE,Deuel County,299.9,"per 100,000 population",31049
33199,NE,Dixon County,317.2,"per 100,000 population",31051
33200,NE,Dodge County,259.8,"per 100,000 population",31053
33201,NE,Douglas County,258.4,"per 100,000 population",31055
33202,NE,Dundy County,316.5,"per 100,000 population",31057
33203,NE,Fillmore County,293.5,"per 100,000 population",31059
33204,NE,Franklin County,326.9,"per 100,000 population",31061
33205,NE,Frontier County,283.2,"per 100,000 population",31063
33206,NE,Furnas County,297.5,"per 100,000 population",31065
33207,NE,Gage County,284.2,"per 100,000 population",31067
33208,NE,Garden County,322.5,"per 100,000 population",31069
33209,NE,Garfield County,330.4,"per 100,000 population",31071
33210,NE,Gosper County,283.4,"per 100,000 population",31073
33211,NE,Grant County,311.4,"per 100,000 population",31075
33212,NE,Greeley County,302.1,"per 100,000 population",31077
33213,NE,Hall County,284.9,"per 100,000 population",31079
33214,NE,Hamilton County,266.2,"per 100,000 population",31081
33215,NE,Harlan County,301.7,"per 100,000 population",31083
33216,NE,Hayes County,282.2,"per 100,000 population",31085
33217,NE,Hitchcock County,310.4,"per 100,000 population",31087
33218,NE,Holt County,357.0,"per 100,000 population",31089
33219,NE,Hooker County,405.2,"per 100,000 population",31091
33220,NE,Howard County,285.5,"per 100,000 population",31093
33221,NE,Jefferson County,345.2,"per 100,000 population",31095
33222,NE,Johnson County,278.8,"per 100,000 population",31097
33223,NE,Kearney County,302.3,"per 100,000 population",31099
33224,NE,Keith County,262.8,"per 100,000 population",31101
33225,NE,Keya Paha County,291.5,"per 100,000 population",31103
33226,NE,Kimball County,280.8,"per 100,000 population",31105
33227,NE,Knox County,297.1,"per 100,000 population",31107
33228,NE,Lancaster County,259.4,"per 100,000 population",31109
33229,NE,Lincoln County,277.2,"per 100,000 population",31111
33230,NE,Logan County,284.0,"per 100,000 population",31113
33231,NE,Loup County,368.0,"per 100,000 population",31115
33232,NE,McPherson County,261.2,"per 100,000 population",31117
33233,NE,Madison County,315.9,"per 100,000 population",31119
33234,NE,Merrick County,284.9,"per 100,000 population",31121
33235,NE,Morrill County,298.7,"per 100,000 population",31123
33236,NE,Nance County,313.7,"per 100,000 population",31125
33237,NE,Nemaha County,301.7,"per 100,000 population",31127
33238,NE,Nuckolls County,343.8,"per 100,000 population",31129
33239,NE,Otoe County,271.3,"per 100,000 population",31131
33240,NE,Pawnee County,297.2,"per 100,000 population",31133
33241,NE,Perkins County,279.2,"per 100,000 population",31135
33242,NE,Phelps County,280.7,"per 100,000 population",31137
33243,NE,Pierce County,283.3,"per 100,000 population",31139
33244,NE,Platte County,299.5,"per 100,000 population",31141
33245,NE,Polk County,290.6,"per 100,000 population",31143
33246,NE,Red Willow County,311.6,"per 100,000 population",31145
33247,NE,Richardson County,309.5,"per 100,000 population",31147
33248,NE,Rock County,494.7,"per 100,000 population",31149
33249,NE,Saline County,335.3,"per 100,000 population",31151
33250,NE,Sarpy County,256.0,"per 100,000 population",31153
33251,NE,Saunders County,259.8,"per 100,000 population",31155
33252,NE,Scotts Bluff County,284.8,"per 100,000 population",31157
33253,NE,Seward County,282.0,"per 100,000 population",31159
33254,NE,Sheridan County,296.5,"per 100,000 population",31161
33255,NE,Sherman County,283.6,"per 100,000 population",31163
33256,NE,Sioux County,274.1,"per 100,000 population",31165
33257,NE,Stanton County,288.5,"per 100,000 population",31167
33258,NE,Thayer County,359.1,"per 100,000 population",31169
33259,NE,Thomas County,238.6,"per 100,000 population",31171
33260,NE,Thurston County,439.7,"per 100,000 population",31173
33261,NE,Valley County,309.8,"per 100,000 population",31175
33262,NE,Washington County,266.4,"per 100,000 population",31177
33263,NE,Wayne County,289.1,"per 100,000 population",31179
33264,NE,Webster County,338.8,"per 100,000 population",31181
33265,NE,Wheeler County,327.5,"per 100,000 population",31183
33266,NE,York County,329.6,"per 100,000 population",31185
34784,NH,Belknap County,333.2,"per 100,000 population",33001
34855,NH,Carroll County,266.5,"per 100,000 population",33003
34856,NH,Cheshire County,285.0,"per 100,000 population",33005
34857,NH,Coos County,340.9,"per 100,000 population",33007
34858,NH,Grafton County,284.7,"per 100,000 population",33009
34859,NH,Hillsborough County,288.9,"per 100,000 population",33011
34860,NH,Merrimack County,289.2,"per 100,000 population",33013
34861,NH,Rockingham County,280.8,"per 100,000 population",33015
34862,NH,Strafford County,298.9,"per 100,000 population",33017
34863,NH,Sullivan County,289.2,"per 100,000 population",33019
35053,NJ,Atlantic County,401.5,"per 100,000 population",34001
35054,NJ,Bergen County,263.9,"per 100,000 population",34003
35055,NJ,Burlington County,324.3,"per 100,000 population",34005
35056,NJ,Camden County,357.3,"per 100,000 population",34007
35057,NJ,Cape May County,408.6,"per 100,000 population",34009
35058,NJ,Cumberland County,413.1,"per 100,000 population",34011
35059,NJ,Essex County,317.1,"per 100,000 population",34013
35060,NJ,Gloucester County,378.0,"per 100,000 population",34015
35061,NJ,Hudson County,286.2,"per 100,000 population",34017
35062,NJ,Hunterdon County,253.0,"per 100,000 population",34019
35063,NJ,Mercer County,298.6,"per 100,000 population",34021
35064,NJ,Middlesex County,295.4,"per 100,000 population",34023
35065,NJ,Monmouth County,311.9,"per 100,000 population",34025
35066,NJ,Morris County,273.5,"per 100,000 population",34027
35067,NJ,Ocean County,388.0,"per 100,000 population",34029
35068,NJ,Passaic County,305.6,"per 100,000 population",34031
35069,NJ,Salem County,420.0,"per 100,000 population",34033
35070,NJ,Somerset County,261.4,"per 100,000 population",34035
35071,NJ,Sussex County,333.3,"per 100,000 population",34037
35072,NJ,Union County,286.7,"per 100,000 population",34039
35073,NJ,Warren County,339.8,"per 100,000 population",34041
35449,NM,Bernalillo County,289.7,"per 100,000 population",35001
35450,NM,Catron County,310.3,"per 100,000 population",35003
35451,NM,Chaves County,470.3,"per 100,000 population",35005
35452,NM,Cibola County,288.3,"per 100,000 population",35006
35453,NM,Colfax County,256.5,"per 100,000 population",35007
35454,NM,Curry County,372.5,"per 100,000 population",35009
35455,NM,De Baca County,386.4,"per 100,000 population",35011
35456,NM,Do+�+___a Ana County,247.3,"per 100,000 population",35013
35457,NM,Eddy County,395.8,"per 100,000 population",35015
35458,NM,Grant County,300.4,"per 100,000 population",35017
35459,NM,Guadalupe County,343.1,"per 100,000 population",35019
35460,NM,Harding County,295.7,"per 100,000 population",35021
35461,NM,Hidalgo County,332.4,"per 100,000 population",35023
35462,NM,Lea County,437.3,"per 100,000 population",35025
35463,NM,Lincoln County,290.5,"per 100,000 population",35027
35464,NM,Los Alamos County,231.4,"per 100,000 population",35028
35465,NM,Luna County,369.4,"per 100,000 population",35029
35466,NM,McKinley County,266.8,"per 100,000 population",35031
35467,NM,Mora County,205.6,"per 100,000 population",35033
35468,NM,Otero County,320.4,"per 100,000 population",35035
35469,NM,Quay County,372.4,"per 100,000 population",35037
35470,NM,Rio Arriba County,237.8,"per 100,000 population",35039
35471,NM,Roosevelt County,405.6,"per 100,000 population",35041
35472,NM,Sandoval County,254.6,"per 100,000 population",35043
35473,NM,San Juan County,260.8,"per 100,000 population",35045
35474,NM,San Miguel County,303.1,"per 100,000 population",35047
35475,NM,Santa Fe County,210.2,"per 100,000 population",35049
35476,NM,Sierra County,422.2,"per 100,000 population",35051
35477,NM,Socorro County,334.5,"per 100,000 population",35053
35478,NM,Taos County,215.8,"per 100,000 population",35055
35479,NM,Torrance County,293.3,"per 100,000 population",35057
35480,NM,Union County,319.1,"per 100,000 population",35059
35481,NM,Valencia County,292.7,"per 100,000 population",35061
36062,NV,Churchill County,408.6,"per 100,000 population",32001
36063,NV,Clark County,394.1,"per 100,000 population",32003
36064,NV,Douglas County,245.2,"per 100,000 population",32005
36065,NV,Elko County,307.3,"per 100,000 population",32007
36066,NV,Esmeralda County,318.3,"per 100,000 population",32009
36067,NV,Eureka County,372.7,"per 100,000 population",32011
36068,NV,Humboldt County,352.9,"per 100,000 population",32013
36069,NV,Lander County,377.1,"per 100,000 population",32015
36070,NV,Lincoln County,330.1,"per 100,000 population",32017
36071,NV,Lyon County,355.4,"per 100,000 population",32019
36072,NV,Mineral County,337.2,"per 100,000 population",32021
36073,NV,Nye County,461.8,"per 100,000 population",32023
36074,NV,Pershing County,364.1,"per 100,000 population",32027
36075,NV,Storey County,350.3,"per 100,000 population",32029
36076,NV,Washoe County,364.1,"per 100,000 population",32031
36077,NV,White Pine County,355.3,"per 100,000 population",32033
36078,NV,Carson City,364.1,"per 100,000 population",32510
36387,NY,Albany County,325.1,"per 100,000 population",36001
36388,NY,Allegany County,350.1,"per 100,000 population",36003
36389,NY,Bronx County,375.5,"per 100,000 population",36005
36390,NY,Broome County,335.6,"per 100,000 population",36007
36391,NY,Cattaraugus County,419.8,"per 100,000 population",36009
36392,NY,Cayuga County,328.3,"per 100,000 population",36011
36393,NY,Chautauqua County,389.4,"per 100,000 population",36013
36394,NY,Chemung County,391.5,"per 100,000 population",36015
36395,NY,Chenango County,459.2,"per 100,000 population",36017
36396,NY,Clinton County,301.9,"per 100,000 population",36019
36397,NY,Columbia County,337.9,"per 100,000 population",36021
36398,NY,Cortland County,310.0,"per 100,000 population",36023
36399,NY,Delaware County,375.2,"per 100,000 population",36025
36400,NY,Dutchess County,345.2,"per 100,000 population",36027
36401,NY,Erie County,344.6,"per 100,000 population",36029
36402,NY,Essex County,278.7,"per 100,000 population",36031
36403,NY,Franklin County,336.8,"per 100,000 population",36033
36404,NY,Fulton County,381.0,"per 100,000 population",36035
36405,NY,Genesee County,327.9,"per 100,000 population",36037
36406,NY,Greene County,351.8,"per 100,000 population",36039
36407,NY,Hamilton County,324.3,"per 100,000 population",36041
36408,NY,Herkimer County,357.4,"per 100,000 population",36043
36409,NY,Jefferson County,371.6,"per 100,000 population",36045
36410,NY,Kings County,376.3,"per 100,000 population",36047
36411,NY,Lewis County,362.5,"per 100,000 population",36049
36412,NY,Livingston County,268.8,"per 100,000 population",36051
36413,NY,Madison County,258.9,"per 100,000 population",36053
36414,NY,Monroe County,276.8,"per 100,000 population",36055
36415,NY,Montgomery County,374.4,"per 100,000 population",36057
36416,NY,Nassau County,358.4,"per 100,000 population",36059
36417,NY,New York County,267.1,"per 100,000 population",36061
36418,NY,Niagara County,410.9,"per 100,000 population",36063
36419,NY,Oneida County,358.3,"per 100,000 population",36065
36420,NY,Onondaga County,298.9,"per 100,000 population",36067
36421,NY,Ontario County,274.2,"per 100,000 population",36069
36422,NY,Orange County,319.1,"per 100,000 population",36071
36423,NY,Orleans County,373.3,"per 100,000 population",36073
36424,NY,Oswego County,377.9,"per 100,000 population",36075
36425,NY,Otsego County,342.7,"per 100,000 population",36077
36426,NY,Putnam County,301.2,"per 100,000 population",36079
36427,NY,Queens County,341.1,"per 100,000 population",36081
36428,NY,Rensselaer County,339.0,"per 100,000 population",36083
36429,NY,Richmond County,457.4,"per 100,000 population",36085
36430,NY,Rockland County,279.3,"per 100,000 population",36087
36431,NY,St. Lawrence County,355.6,"per 100,000 population",36089
36432,NY,Saratoga County,295.7,"per 100,000 population",36091
36433,NY,Schenectady County,348.0,"per 100,000 population",36093
36434,NY,Schoharie County,330.8,"per 100,000 population",36095
36435,NY,Schuyler County,329.9,"per 100,000 population",36097
36436,NY,Seneca County,310.0,"per 100,000 population",36099
36437,NY,Steuben County,349.0,"per 100,000 population",36101
36438,NY,Suffolk County,342.5,"per 100,000 population",36103
36439,NY,Sullivan County,327.1,"per 100,000 population",36105
36440,NY,Tioga County,330.2,"per 100,000 population",36107
36441,NY,Tompkins County,281.8,"per 100,000 population",36109
36442,NY,Ulster County,324.3,"per 100,000 population",36111
36443,NY,Warren County,295.1,"per 100,000 population",36113
36444,NY,Washington County,319.5,"per 100,000 population",36115
36445,NY,Wayne County,284.0,"per 100,000 population",36117
36446,NY,Westchester County,284.9,"per 100,000 population",36119
36447,NY,Wyoming County,350.5,"per 100,000 population",36121
36448,NY,Yates County,291.6,"per 100,000 population",36123
37520,OH,Adams County,423.7,"per 100,000 population",39001
37521,OH,Allen County,378.8,"per 100,000 population",39003
37522,OH,Ashland County,355.1,"per 100,000 population",39005
37523,OH,Ashtabula County,412.7,"per 100,000 population",39007
37524,OH,Athens County,331.4,"per 100,000 population",39009
37525,OH,Auglaize County,361.2,"per 100,000 population",39011
37526,OH,Belmont County,433.7,"per 100,000 population",39013
37527,OH,Brown County,374.4,"per 100,000 population",39015
37528,OH,Butler County,325.7,"per 100,000 population",39017
37529,OH,Carroll County,354.9,"per 100,000 population",39019
37530,OH,Champaign County,346.2,"per 100,000 population",39021
37531,OH,Clark County,389.2,"per 100,000 population",39023
37532,OH,Clermont County,325.8,"per 100,000 population",39025
37533,OH,Clinton County,388.5,"per 100,000 population",39027
37534,OH,Columbiana County,413.0,"per 100,000 population",39029
37535,OH,Coshocton County,374.7,"per 100,000 population",39031
37536,OH,Crawford County,394.8,"per 100,000 population",39033
37537,OH,Cuyahoga County,388.6,"per 100,000 population",39035
37538,OH,Darke County,391.9,"per 100,000 population",39037
37539,OH,Defiance County,327.5,"per 100,000 population",39039
37540,OH,Delaware County,273.2,"per 100,000 population",39041
37541,OH,Erie County,361.1,"per 100,000 population",39043
37542,OH,Fairfield County,332.7,"per 100,000 population",39045
37543,OH,Fayette County,523.7,"per 100,000 population",39047
37544,OH,Franklin County,336.6,"per 100,000 population",39049
37545,OH,Fulton County,375.4,"per 100,000 population",39051
37546,OH,Gallia County,471.8,"per 100,000 population",39053
37547,OH,Geauga County,289.6,"per 100,000 population",39055
37548,OH,Greene County,302.8,"per 100,000 population",39057
37549,OH,Guernsey County,411.5,"per 100,000 population",39059
37550,OH,Hamilton County,336.5,"per 100,000 population",39061
37551,OH,Hancock County,340.4,"per 100,000 population",39063
37552,OH,Hardin County,414.5,"per 100,000 population",39065
37553,OH,Harrison County,431.9,"per 100,000 population",39067
37554,OH,Henry County,356.9,"per 100,000 population",39069
37555,OH,Highland County,411.2,"per 100,000 population",39071
37556,OH,Hocking County,384.8,"per 100,000 population",39073
37557,OH,Holmes County,347.5,"per 100,000 population",39075
37558,OH,Huron County,363.0,"per 100,000 population",39077
37559,OH,Jackson County,497.6,"per 100,000 population",39079
37560,OH,Jefferson County,485.2,"per 100,000 population",39081
37561,OH,Knox County,349.8,"per 100,000 population",39083
37562,OH,Lake County,358.6,"per 100,000 population",39085
37563,OH,Lawrence County,404.1,"per 100,000 population",39087
37564,OH,Licking County,331.5,"per 100,000 population",39089
37565,OH,Logan County,398.6,"per 100,000 population",39091
37566,OH,Lorain County,308.2,"per 100,000 population",39093
37567,OH,Lucas County,421.0,"per 100,000 population",39095
37568,OH,Madison County,325.0,"per 100,000 population",39097
37569,OH,Mahoning County,434.6,"per 100,000 population",39099
37570,OH,Marion County,383.7,"per 100,000 population",39101
37571,OH,Medina County,309.8,"per 100,000 population",39103
37572,OH,Meigs County,401.8,"per 100,000 population",39105
37573,OH,Mercer County,511.1,"per 100,000 population",39107
37574,OH,Miami County,376.4,"per 100,000 population",39109
37575,OH,Monroe County,347.6,"per 100,000 population",39111
37576,OH,Montgomery County,339.5,"per 100,000 population",39113
37577,OH,Morgan County,292.5,"per 100,000 population",39115
37578,OH,Morrow County,374.6,"per 100,000 population",39117
37579,OH,Muskingum County,341.7,"per 100,000 population",39119
37580,OH,Noble County,287.6,"per 100,000 population",39121
37581,OH,Ottawa County,404.0,"per 100,000 population",39123
37582,OH,Paulding County,325.3,"per 100,000 population",39125
37583,OH,Perry County,456.0,"per 100,000 population",39127
37584,OH,Pickaway County,403.3,"per 100,000 population",39129
37585,OH,Pike County,418.1,"per 100,000 population",39131
37586,OH,Portage County,403.6,"per 100,000 population",39133
37587,OH,Preble County,374.4,"per 100,000 population",39135
37588,OH,Putnam County,326.6,"per 100,000 population",39137
37589,OH,Richland County,377.3,"per 100,000 population",39139
37590,OH,Ross County,359.6,"per 100,000 population",39141
37591,OH,Sandusky County,386.7,"per 100,000 population",39143
37592,OH,Scioto County,523.8,"per 100,000 population",39145
37593,OH,Seneca County,426.8,"per 100,000 population",39147
37594,OH,Shelby County,370.9,"per 100,000 population",39149
37595,OH,Stark County,337.5,"per 100,000 population",39151
37596,OH,Summit County,343.1,"per 100,000 population",39153
37597,OH,Trumbull County,418.9,"per 100,000 population",39155
37598,OH,Tuscarawas County,355.4,"per 100,000 population",39157
37599,OH,Union County,337.0,"per 100,000 population",39159
37600,OH,Van Wert County,352.7,"per 100,000 population",39161
37601,OH,Vinton County,359.3,"per 100,000 population",39163
37602,OH,Warren County,309.0,"per 100,000 population",39165
37603,OH,Washington County,285.0,"per 100,000 population",39167
37604,OH,Wayne County,342.3,"per 100,000 population",39169
